,price,vehicleType,yearOfRegistration,gearbox,powerPS,kilometer,fuelType,brand,notRepairedDamage
10469,6650,station wagon,2005,manual,163,150000,diesel,volvo,no
10470,21000,station wagon,2009,automatic,239,150000,diesel,audi,no
10471,1600,station wagon,2003,manual,131,150000,diesel,ford,no
10472,3600,station wagon,2002,manual,192,150000,petrol,bmw,no
10473,4350,limousine,2006,manual,162,150000,petrol,hyundai,no
10474,2900,limousine,1992,manual,174,150000,petrol,volkswagen,no
10475,3000,station wagon,2002,automatic,150,150000,diesel,bmw,no
10476,2499,station wagon,1995,automatic,150,150000,petrol,bmw,no
10477,3900,small car,2007,manual,125,150000,diesel,opel,no
10478,2500,limousine,2000,automatic,136,150000,diesel,bmw,no
10479,300,station wagon,1993,manual,115,40000,lpg,volkswagen,no
10480,2900,cabrio,2005,manual,109,150000,petrol,peugeot,no
10481,12999,cabrio,2005,automatic,231,150000,petrol,mercedes_benz,no
10482,1550,limousine,2001,automatic,131,150000,petrol,audi,yes
10483,7399,bus,2006,automatic,105,150000,diesel,volkswagen,no
10484,10500,bus,2011,manual,163,125000,diesel,chevrolet,no
10485,2250,cabrio,1994,manual,120,150000,petrol,rover,no
10486,13900,cabrio,1982,automatic,160,5000,petrol,mercedes_benz,no
10487,8500,limousine,2006,automatic,313,150000,diesel,volkswagen,no
10488,7700,station wagon,2008,automatic,140,150000,diesel,skoda,no
10489,1600,limousine,1999,automatic,170,150000,petrol,volvo,no
10490,750,coupe,2000,manual,65,150000,petrol,renault,no
10491,13750,bus,2011,automatic,105,125000,diesel,volkswagen,no
10492,200,small car,1998,manual,50,100000,petrol,ford,no
10493,3000,small car,2004,manual,114,90000,petrol,renault,no
10494,3900,limousine,2004,manual,105,150000,diesel,volkswagen,no
10495,1099,small car,2002,manual,58,150000,petrol,renault,no
10496,1200,small car,2002,manual,58,150000,petrol,opel,no
10497,1200,limousine,1998,manual,125,150000,petrol,audi,no
10498,13499,limousine,2011,automatic,150,125000,diesel,honda,no
10499,13500,small car,2013,manual,86,40000,petrol,audi,no
10500,6000,limousine,2009,automatic,177,125000,diesel,bmw,no
10501,29750,suv,2013,automatic,140,50000,diesel,volkswagen,no
10502,1500,small car,2000,automatic,54,125000,petrol,smart,no
10503,899,limousine,2003,manual,82,125000,petrol,mitsubishi,no
10504,3000,limousine,1995,manual,174,150000,petrol,volkswagen,no
10505,9850,station wagon,2012,manual,111,60000,diesel,peugeot,no
10506,1550,small car,1996,manual,75,150000,petrol,volkswagen,no
10507,945,limousine,1977,manual,26,10000,petrol,trabant,no
10508,1298,small car,1999,manual,75,90000,petrol,ford,no
10509,13000,suv,2009,automatic,224,125000,diesel,mercedes_benz,no
10510,1250,cabrio,1999,manual,101,150000,petrol,volkswagen,no
10511,4000,station wagon,2004,manual,115,150000,diesel,bmw,no
10512,999,limousine,1998,manual,75,150000,petrol,skoda,no
10513,5900,coupe,1980,manual,125,100000,petrol,opel,no
10514,600,small car,1996,manual,60,150000,petrol,volkswagen,yes
10515,2650,small car,2006,manual,65,70000,petrol,peugeot,no
10516,2499,small car,2001,automatic,60,150000,petrol,volkswagen,no
10517,999,small car,1998,manual,125,150000,petrol,audi,no
10518,2950,cabrio,2003,manual,109,150000,petrol,peugeot,no
10519,5900,station wagon,2006,manual,140,150000,diesel,volkswagen,no
10520,54900,coupe,2007,automatic,420,30000,petrol,audi,no
10521,1500,station wagon,2003,manual,55,150000,petrol,peugeot,no
10522,3500,bus,2008,manual,109,150000,petrol,citroen,no
10523,650,coupe,2017,manual,101,150000,petrol,opel,yes
10524,1600,small car,2000,manual,44,150000,petrol,volkswagen,no
10525,2999,small car,2004,manual,54,100000,petrol,volkswagen,no
10526,28999,limousine,2013,automatic,177,90000,diesel,volkswagen,no
10527,3300,small car,2004,manual,108,125000,petrol,peugeot,no
10528,1650,small car,2004,manual,68,150000,diesel,ford,yes
10529,1995,small car,2002,manual,75,150000,petrol,peugeot,no
10530,12890,station wagon,2011,manual,170,150000,diesel,volkswagen,no
10531,6350,bus,2002,manual,75,150000,diesel,volkswagen,no
10532,900,small car,2001,manual,58,125000,petrol,opel,yes
10533,800,coupe,2017,manual,55,20000,petrol,opel,no
10534,6950,small car,2009,manual,109,125000,diesel,mercedes_benz,no
10535,6750,bus,2009,manual,120,150000,diesel,opel,no
10536,1950,limousine,1999,manual,82,100000,petrol,mercedes_benz,no
10537,1400,small car,2003,manual,75,150000,petrol,opel,no
10538,6499,small car,2013,manual,68,50000,petrol,chevrolet,no
10539,7500,limousine,2007,automatic,197,150000,diesel,bmw,no
10540,749,limousine,2000,manual,107,150000,petrol,renault,yes
10541,8000,limousine,2009,manual,125,50000,petrol,seat,no
10542,9300,station wagon,2006,automatic,150,150000,diesel,mercedes_benz,no
10543,5199,small car,2010,manual,75,150000,petrol,renault,no
10544,37999,suv,2012,automatic,245,20000,diesel,volkswagen,no
10545,600,limousine,1996,manual,75,150000,petrol,renault,yes
10546,750,small car,2001,manual,54,150000,petrol,fiat,no
10547,250,small car,1999,manual,90,150000,petrol,opel,yes
10548,1400,small car,1999,manual,60,125000,petrol,peugeot,no
10549,19500,coupe,2009,automatic,354,150000,petrol,audi,no
10550,850,coupe,2000,automatic,75,150000,petrol,volkswagen,yes
10551,2500,limousine,1989,automatic,113,150000,petrol,bmw,no
10552,6000,bus,2009,manual,109,100000,petrol,citroen,no
10553,750,limousine,2000,manual,75,125000,petrol,renault,no
10554,1950,cabrio,1989,manual,98,150000,petrol,volkswagen,no
10555,1500,limousine,1989,automatic,250,150000,petrol,audi,yes
10556,1599,small car,2001,manual,75,150000,petrol,volkswagen,no
10557,1800,small car,2005,manual,60,150000,petrol,citroen,yes
10558,399,coupe,2016,manual,55,150000,petrol,fiat,no
10559,12500,limousine,2007,automatic,218,150000,diesel,bmw,no
10560,2700,small car,2004,manual,69,150000,diesel,volkswagen,no
10561,4500,station wagon,2009,manual,75,80000,petrol,dacia,no
10562,400,small car,1999,automatic,44,125000,petrol,smart,yes
10563,11200,suv,2009,manual,140,100000,diesel,mitsubishi,no
10564,4500,station wagon,2005,manual,90,150000,diesel,skoda,no
10565,1080,small car,1996,manual,60,150000,petrol,volkswagen,no
10566,1000,station wagon,2000,manual,131,150000,petrol,ford,no
10567,20000,suv,2009,automatic,224,150000,diesel,mercedes_benz,no
10568,599,limousine,1998,manual,50,150000,petrol,ford,no
10569,2400,station wagon,2003,automatic,90,5000,diesel,skoda,no
10570,9400,limousine,2007,automatic,200,100000,petrol,volkswagen,no
10571,4890,bus,2006,manual,120,150000,diesel,opel,no
10572,2900,limousine,2006,manual,75,150000,petrol,volkswagen,yes
10573,4900,bus,2002,manual,88,150000,diesel,volkswagen,no
10574,4999,coupe,1996,manual,193,150000,petrol,bmw,no
10575,1050,coupe,2017,manual,75,150000,petrol,renault,no
10576,7500,limousine,2008,manual,163,150000,diesel,bmw,no
10577,3750,small car,2008,manual,73,125000,petrol,peugeot,no
10578,100,small car,2000,manual,60,150000,petrol,opel,yes
10579,13800,small car,2007,manual,170,80000,petrol,mini,no
10580,6000,limousine,1972,manual,116,100000,petrol,audi,no
10581,1900,station wagon,2009,manual,69,80000,petrol,skoda,yes
10582,300,station wagon,1992,manual,45,150000,petrol,volkswagen,no
10583,5900,station wagon,2010,manual,140,150000,diesel,ford,no
10584,12500,limousine,2011,manual,143,90000,diesel,bmw,no
10585,2290,limousine,2005,manual,90,150000,diesel,seat,yes
10586,2999,small car,2004,manual,41,150000,diesel,smart,no
10587,2199,others,2004,manual,2,5000,diesel,volkswagen,yes
10588,2200,small car,2004,manual,131,150000,diesel,volkswagen,no
10589,4800,station wagon,2006,manual,125,125000,petrol,opel,no
10590,12888,cabrio,1979,manual,166,150000,petrol,bmw,no
10591,4300,limousine,2007,manual,170,150000,petrol,volkswagen,no
10592,899,small car,1994,manual,53,100000,petrol,suzuki,no
10593,5250,cabrio,2005,manual,95,60000,petrol,ford,no
10594,1000,limousine,1998,manual,75,150000,petrol,mitsubishi,no
10595,1100,station wagon,2000,manual,68,150000,diesel,fiat,yes
10596,4399,others,2005,manual,105,150000,diesel,volkswagen,no
10597,250,small car,2001,manual,60,150000,petrol,citroen,no
10598,10950,others,2013,manual,130,150000,diesel,citroen,no
10599,5000,others,1987,manual,74,150000,petrol,subaru,no
10600,3400,small car,2006,manual,54,80000,petrol,volkswagen,no
10601,1450,limousine,1998,manual,75,150000,petrol,volkswagen,no
10602,3999,station wagon,2003,automatic,163,150000,diesel,audi,no
10603,1100,small car,2000,manual,56,100000,petrol,opel,no
10604,4650,limousine,2006,manual,109,125000,diesel,ford,no
10605,3300,cabrio,2004,manual,109,150000,petrol,peugeot,no
10606,1100,station wagon,1997,manual,122,150000,petrol,mercedes_benz,no
10607,3000,limousine,2005,manual,136,150000,diesel,peugeot,yes
10608,4850,bus,2004,manual,101,150000,diesel,volkswagen,no
10609,1500,cabrio,1978,manual,90,150000,petrol,bmw,yes
10610,2700,suv,2000,manual,80,150000,petrol,suzuki,yes
10611,800,small car,1992,manual,75,5000,petrol,volkswagen,no
10612,1790,small car,2004,manual,58,100000,petrol,renault,no
10613,25999,bus,2009,manual,130,150000,diesel,volkswagen,no
10614,950,small car,2001,manual,60,150000,petrol,volkswagen,yes
10615,3400,station wagon,1995,manual,174,150000,petrol,volkswagen,no
10616,4650,station wagon,2002,manual,150,150000,petrol,audi,no
10617,2700,limousine,1997,automatic,235,150000,petrol,bmw,no
10618,5450,station wagon,2005,automatic,163,150000,diesel,audi,no
10619,23300,limousine,2013,automatic,184,100000,diesel,bmw,no
10620,25990,suv,2010,automatic,224,150000,diesel,mercedes_benz,no
10621,1900,small car,2002,automatic,75,70000,petrol,renault,no
10622,6500,limousine,2001,manual,170,125000,petrol,volkswagen,no
10623,2100,small car,2009,manual,52,125000,petrol,chevrolet,no
10624,400,coupe,2016,manual,72,5000,petrol,opel,no
10625,3650,cabrio,2004,manual,90,150000,petrol,opel,no
10626,850,station wagon,2001,automatic,185,125000,petrol,saab,yes
10627,18300,station wagon,2013,manual,150,60000,diesel,toyota,no
10628,4500,limousine,2001,automatic,129,125000,petrol,mercedes_benz,no
10629,39999,coupe,2015,automatic,230,20000,petrol,audi,no
10630,5450,limousine,2005,manual,116,90000,petrol,mercedes_benz,no
10631,2000,station wagon,2000,manual,150,150000,diesel,audi,no
10632,4500,small car,2007,manual,105,125000,petrol,seat,no
10633,2620,limousine,1999,manual,150,150000,petrol,bmw,no
10634,1950,small car,2005,manual,80,150000,petrol,mazda,no
10635,3600,small car,2002,manual,68,50000,petrol,skoda,no
10636,8000,coupe,1999,automatic,306,150000,lpg,mercedes_benz,no
10637,5600,small car,2008,manual,60,100000,petrol,skoda,no
10638,5490,limousine,1980,automatic,69,80000,petrol,volkswagen,no
10639,1600,limousine,2004,manual,120,150000,petrol,mazda,yes
10640,650,limousine,1995,manual,90,150000,petrol,volkswagen,no
10641,6490,cabrio,2002,manual,143,150000,petrol,bmw,no
10642,850,limousine,1994,manual,75,150000,lpg,volkswagen,yes
10643,4100,station wagon,2005,automatic,172,150000,diesel,audi,no
10644,700,small car,1997,manual,50,150000,petrol,ford,no
10645,21999,limousine,2012,automatic,170,60000,diesel,mercedes_benz,no
10646,11850,limousine,2007,automatic,230,125000,petrol,volkswagen,no
10647,4400,coupe,2005,manual,200,150000,petrol,opel,no
10648,1500,small car,2003,manual,101,150000,diesel,seat,no
10649,2990,limousine,2012,manual,143,50000,diesel,audi,yes
10650,7999,small car,2008,manual,75,90000,petrol,volkswagen,no
10651,3100,small car,2000,manual,60,70000,petrol,fiat,no
10652,300,station wagon,1996,automatic,70,150000,petrol,volkswagen,yes
10653,1299,limousine,1992,automatic,113,150000,petrol,bmw,no
10654,7900,limousine,2007,manual,107,125000,petrol,suzuki,no
10655,4000,small car,2011,manual,69,60000,petrol,fiat,no
10656,450,small car,2001,manual,60,125000,petrol,ford,no
10657,2950,cabrio,1993,manual,98,150000,petrol,volkswagen,yes
10658,1300,limousine,1998,manual,125,150000,petrol,audi,no
10659,3650,limousine,2003,manual,82,125000,petrol,mercedes_benz,no
10660,1450,station wagon,1998,manual,125,150000,diesel,mercedes_benz,no
10661,3500,limousine,2001,manual,170,150000,petrol,bmw,no
10662,2700,small car,2002,manual,64,125000,petrol,volkswagen,no
10663,3050,small car,2006,manual,75,100000,petrol,fiat,no
10664,3999,coupe,2017,manual,75,150000,petrol,volkswagen,no
10665,3000,bus,1997,manual,68,150000,diesel,volkswagen,no
10666,20500,coupe,2013,automatic,143,60000,diesel,bmw,no
10667,15999,limousine,2009,automatic,211,125000,petrol,volkswagen,no
10668,21900,cabrio,2010,manual,306,60000,petrol,bmw,no
10669,17800,station wagon,2014,manual,140,30000,diesel,ford,no
10670,15990,small car,2013,automatic,90,40000,diesel,volkswagen,no
10671,13500,limousine,2015,manual,99,10000,petrol,hyundai,no
10672,1750,limousine,1997,automatic,125,150000,petrol,audi,no
10673,25500,coupe,2008,manual,370,70000,petrol,ford,no
10674,1350,small car,1999,manual,60,150000,petrol,renault,no
10675,900,limousine,1996,manual,90,150000,petrol,mitsubishi,no
10676,900,coupe,1993,automatic,150,150000,petrol,bmw,no
10677,1800,small car,2001,manual,85,150000,diesel,volkswagen,yes
10678,1800,small car,2001,manual,58,125000,petrol,opel,no
10679,5990,suv,2007,manual,177,150000,petrol,toyota,yes
10680,4400,bus,2004,manual,109,150000,diesel,mercedes_benz,no
10681,11490,station wagon,2012,manual,110,100000,diesel,opel,no
10682,4500,limousine,2007,manual,90,150000,diesel,opel,no
10683,1200,cabrio,1996,manual,70,150000,petrol,opel,no
10684,17900,limousine,1971,manual,220,60000,petrol,ford,no
10685,3199,small car,2006,manual,75,125000,petrol,seat,no
10686,2099,small car,2001,manual,60,125000,petrol,volkswagen,no
10687,600,station wagon,1999,manual,116,150000,petrol,ford,no
10688,24900,station wagon,2011,automatic,260,30000,petrol,opel,no
10689,61800,cabrio,2008,automatic,570,70000,petrol,mercedes_benz,no
10690,5500,cabrio,1999,automatic,218,150000,petrol,mercedes_benz,no
10691,750,limousine,1999,manual,75,150000,petrol,volkswagen,no
10692,1200,station wagon,1998,automatic,193,150000,petrol,audi,no
10693,14500,coupe,2008,manual,177,125000,diesel,bmw,no
10694,6999,limousine,2004,manual,140,150000,diesel,audi,no
10695,2100,limousine,1978,manual,26,30000,petrol,trabant,no
10696,6200,bus,2008,automatic,136,150000,diesel,citroen,no
10697,17700,coupe,2008,manual,239,150000,diesel,audi,no
10698,20500,limousine,2010,automatic,204,125000,petrol,bmw,no
10699,13600,suv,2010,manual,150,125000,diesel,toyota,no
10700,18950,coupe,2011,manual,204,150000,diesel,mercedes_benz,no
10701,2700,limousine,2005,automatic,140,150000,diesel,volkswagen,yes
10702,2900,limousine,2005,manual,105,150000,petrol,opel,no
10703,2000,small car,2008,manual,58,125000,petrol,renault,yes
10704,2100,small car,2003,automatic,80,90000,petrol,fiat,no
10705,1990,bus,2007,manual,75,150000,diesel,ford,yes
10706,1150,small car,1999,manual,58,125000,petrol,renault,no
10707,1690,small car,2001,manual,75,100000,petrol,renault,no
10708,10800,coupe,2008,manual,140,150000,diesel,volkswagen,no
10709,5200,station wagon,2004,manual,136,150000,diesel,volvo,no
10710,800,limousine,1992,manual,115,150000,petrol,audi,no
10711,11700,limousine,2007,automatic,231,150000,diesel,bmw,no
10712,2590,bus,2005,automatic,144,150000,diesel,kia,no
10713,1790,small car,2008,manual,67,90000,petrol,hyundai,no
10714,7777,limousine,2006,manual,225,150000,petrol,ford,no
10715,2100,small car,2005,manual,60,150000,petrol,ford,no
10716,2950,others,2004,manual,90,150000,diesel,ford,no
10717,1000,limousine,1997,manual,125,150000,petrol,audi,no
10718,29998,limousine,2015,automatic,300,10000,petrol,volkswagen,no
10719,2700,limousine,2003,manual,64,125000,petrol,volkswagen,no
10720,10900,limousine,2011,manual,141,40000,petrol,nissan,no
10721,2899,limousine,1999,automatic,125,150000,diesel,mercedes_benz,no
10722,2199,station wagon,2003,manual,131,150000,diesel,volkswagen,no
10723,7590,coupe,1986,manual,136,150000,petrol,audi,no
10724,4600,coupe,2017,manual,118,150000,petrol,volkswagen,no
10725,9250,cabrio,2005,manual,125,100000,petrol,mini,no
10726,18200,cabrio,2011,manual,156,80000,petrol,peugeot,no
10727,990,limousine,2000,manual,107,150000,petrol,renault,no
10728,3300,small car,2006,manual,80,90000,petrol,ford,no
10729,2300,cabrio,2001,automatic,41,150000,diesel,smart,no
10730,10000,limousine,2010,manual,116,150000,diesel,bmw,no
10731,6550,cabrio,2004,manual,110,50000,petrol,mazda,no
10732,8750,limousine,2006,manual,150,125000,petrol,bmw,no
10733,15899,bus,2010,manual,175,125000,diesel,ford,no
10734,20950,station wagon,2011,automatic,239,150000,diesel,audi,no
10735,7500,limousine,2005,manual,200,150000,petrol,skoda,no
10736,4999,bus,2009,manual,109,150000,diesel,mercedes_benz,no
10737,8000,small car,2011,manual,60,60000,petrol,volkswagen,no
10738,760,coupe,2017,manual,54,150000,petrol,opel,no
10739,2599,limousine,2003,manual,105,150000,petrol,volkswagen,no
10740,2350,small car,2003,manual,75,125000,diesel,volkswagen,no
10741,3790,limousine,2003,manual,116,150000,diesel,mercedes_benz,no
10742,10900,station wagon,2005,manual,140,150000,diesel,volkswagen,no
10743,1200,small car,1999,manual,60,150000,petrol,opel,no
10744,1200,small car,1998,manual,60,150000,petrol,seat,no
10745,2550,bus,2001,manual,101,150000,petrol,opel,no
10746,1100,bus,2003,manual,144,150000,petrol,kia,no
10747,1100,small car,2004,manual,55,150000,petrol,smart,no
10748,10900,station wagon,2009,automatic,120,80000,petrol,mini,no
10749,19500,coupe,2011,manual,265,90000,petrol,volkswagen,no
10750,900,limousine,1991,manual,75,150000,petrol,peugeot,no
10751,7650,suv,2005,automatic,185,150000,diesel,mitsubishi,no
10752,850,small car,1999,manual,75,150000,petrol,ford,no
10753,8800,limousine,2009,manual,160,70000,diesel,opel,no
10754,8499,coupe,2017,manual,102,150000,diesel,volkswagen,no
10755,2199,limousine,1990,manual,109,150000,petrol,mercedes_benz,no
10756,4400,others,2007,manual,160,150000,diesel,fiat,yes
10757,1750,cabrio,2001,manual,107,150000,petrol,renault,no
10758,5800,suv,2000,automatic,273,150000,lpg,chevrolet,no
10759,950,limousine,1999,manual,125,150000,petrol,seat,no
10760,4200,limousine,2005,manual,145,150000,petrol,ford,no
10761,6390,limousine,2005,manual,140,150000,diesel,volkswagen,no
10762,16900,station wagon,2011,manual,150,80000,petrol,mercedes_benz,no
10763,7299,station wagon,2009,manual,105,100000,diesel,volkswagen,no
10764,4990,limousine,2005,manual,150,150000,petrol,bmw,no
10765,850,station wagon,1999,manual,101,150000,petrol,opel,no
10766,1930,limousine,1991,manual,131,150000,petrol,volvo,no
10767,7800,cabrio,2004,manual,192,150000,petrol,bmw,no
10768,3400,station wagon,2003,manual,135,150000,lpg,renault,no
10769,990,coupe,1997,manual,101,150000,petrol,audi,no
10770,2750,small car,2005,manual,75,150000,diesel,seat,no
10771,5390,cabrio,2000,manual,163,150000,petrol,mercedes_benz,no
10772,1699,limousine,1998,manual,75,150000,petrol,opel,no
10773,2690,limousine,2001,automatic,116,150000,diesel,mercedes_benz,no
10774,1600,bus,2005,manual,101,150000,diesel,renault,no
10775,4850,limousine,2003,manual,140,150000,diesel,audi,no
10776,4400,coupe,2005,manual,150,125000,petrol,seat,no
10777,5950,station wagon,1993,automatic,136,150000,diesel,mercedes_benz,no
10778,3700,limousine,2004,manual,82,125000,petrol,mercedes_benz,no
10779,15500,limousine,2009,manual,200,125000,diesel,bmw,no
10780,3250,small car,2003,automatic,75,150000,petrol,skoda,no
10781,3100,bus,2003,manual,204,150000,petrol,ford,no
10782,5648,limousine,2005,manual,116,125000,petrol,bmw,no
10783,3700,limousine,1998,automatic,193,150000,petrol,bmw,no
10784,3300,station wagon,2003,automatic,177,150000,diesel,mercedes_benz,no
10785,1600,limousine,1998,manual,118,100000,petrol,bmw,no
10786,8300,station wagon,2009,manual,102,125000,lpg,volkswagen,no
10787,650,small car,1992,manual,60,150000,petrol,volkswagen,no
10788,750,station wagon,1999,manual,82,150000,petrol,opel,no
10789,15200,limousine,2014,manual,160,40000,petrol,volkswagen,no
10790,1350,coupe,2016,manual,101,150000,petrol,opel,no
10791,1300,small car,1998,manual,54,150000,lpg,fiat,no
10792,8250,station wagon,2006,manual,184,150000,petrol,mercedes_benz,no
10793,4500,coupe,2006,manual,192,125000,petrol,mazda,no
10794,3800,limousine,2009,manual,60,150000,petrol,volkswagen,yes
10795,14500,cabrio,1992,automatic,326,125000,petrol,mercedes_benz,no
10796,16940,coupe,2012,manual,140,50000,diesel,volkswagen,no
10797,10990,limousine,2009,manual,143,80000,petrol,bmw,no
10798,450,limousine,1994,manual,60,150000,petrol,volkswagen,no
10799,280,limousine,1997,automatic,60,150000,petrol,volkswagen,no
10800,1350,small car,1999,manual,74,150000,petrol,volkswagen,no
10801,31500,limousine,2012,automatic,265,70000,diesel,mercedes_benz,no
10802,1850,small car,2001,manual,50,125000,petrol,volkswagen,no
10803,4590,others,2008,manual,75,90000,diesel,fiat,no
10804,3750,limousine,2004,manual,105,125000,petrol,seat,no
10805,12700,others,2010,manual,116,80000,diesel,ford,no
10806,1500,coupe,2017,manual,102,125000,petrol,audi,yes
10807,1200,limousine,1996,manual,60,150000,lpg,volkswagen,no
10808,19999,station wagon,2010,automatic,204,125000,diesel,bmw,no
10809,15500,limousine,2007,automatic,232,150000,diesel,audi,no
10810,1900,bus,2004,manual,102,150000,petrol,mercedes_benz,no
10811,12500,limousine,2002,automatic,600,150000,petrol,jaguar,no
10812,999,station wagon,2001,automatic,109,150000,petrol,citroen,no
10813,8900,limousine,2007,manual,140,150000,diesel,audi,no
10814,2000,small car,2002,manual,75,150000,petrol,opel,no
10815,14750,suv,2013,manual,116,40000,petrol,opel,no
10816,700,small car,1994,manual,75,125000,petrol,mazda,no
10817,3100,bus,2003,manual,122,40000,diesel,mercedes_benz,no
10818,999,small car,1989,manual,54,150000,petrol,volkswagen,no
10819,2699,limousine,2009,manual,80,150000,petrol,opel,no
10820,7999,coupe,2004,automatic,218,150000,petrol,mercedes_benz,no
10821,850,small car,1999,manual,50,150000,petrol,volkswagen,no
10822,600,small car,1999,manual,50,150000,petrol,volkswagen,no
10823,850,coupe,2016,manual,115,80000,petrol,ford,no
10824,215,small car,2015,manual,120,20000,diesel,peugeot,no
10825,4800,small car,1973,manual,44,100000,petrol,volkswagen,no
10826,11750,small car,2011,manual,105,80000,diesel,audi,no
10827,3000,station wagon,2002,automatic,101,150000,diesel,volkswagen,no
10828,750,station wagon,2000,manual,101,150000,petrol,volkswagen,no
10829,8000,bus,2009,manual,109,100000,diesel,mercedes_benz,no
10830,3900,limousine,2005,manual,101,100000,petrol,ford,no
10831,2099,limousine,2001,automatic,150,150000,petrol,audi,no
10832,2500,small car,2004,manual,75,150000,petrol,renault,no
10833,7650,limousine,2005,automatic,177,150000,diesel,bmw,no
10834,2490,station wagon,2002,manual,109,150000,petrol,peugeot,no
10835,1000,limousine,2003,manual,76,150000,petrol,fiat,no
10836,7500,limousine,2004,manual,197,150000,petrol,bmw,no
10837,3950,coupe,2017,manual,131,150000,diesel,audi,no
10838,6700,small car,2003,automatic,82,60000,petrol,smart,no
10839,1399,station wagon,2001,manual,90,150000,diesel,ford,yes
10840,1600,coupe,1995,manual,116,150000,petrol,opel,no
10841,6250,limousine,2003,automatic,224,150000,petrol,mercedes_benz,no
10842,6290,limousine,2008,manual,109,80000,petrol,mitsubishi,no
10843,10950,limousine,2006,automatic,280,125000,diesel,chrysler,no
10844,7950,bus,2006,automatic,116,50000,petrol,volkswagen,no
10845,250,small car,1986,manual,60,150000,diesel,peugeot,no
10846,500,limousine,1997,automatic,16,150000,petrol,rover,no
10847,1000,limousine,2000,manual,101,150000,petrol,opel,no
10848,2600,coupe,2017,manual,115,150000,petrol,volkswagen,no
10849,450,coupe,2016,manual,88,150000,petrol,opel,no
10850,10900,limousine,1975,manual,145,150000,petrol,bmw,no
10851,1800,limousine,2000,automatic,170,150000,petrol,bmw,no
10852,3999,limousine,2006,manual,115,150000,petrol,volkswagen,no
10853,1200,coupe,1995,manual,102,150000,petrol,bmw,no
10854,3499,coupe,2005,manual,200,150000,petrol,opel,no
10855,800,coupe,2016,manual,116,150000,petrol,opel,no
10856,7499,small car,2008,manual,122,150000,petrol,bmw,no
10857,2000,bus,2000,manual,90,150000,petrol,citroen,no
10858,800,station wagon,2001,manual,90,150000,diesel,ford,no
10859,8700,station wagon,2006,automatic,170,125000,diesel,volkswagen,no
10860,3000,small car,2009,manual,50,80000,petrol,peugeot,no
10861,4999,limousine,2001,manual,250,150000,petrol,bmw,no
10862,600,limousine,2000,manual,105,150000,petrol,bmw,yes
10863,12800,station wagon,2008,automatic,140,125000,diesel,volkswagen,no
10864,7900,small car,2012,manual,87,40000,petrol,opel,no
10865,820,small car,1997,manual,60,100000,petrol,ford,no
10866,999,small car,1999,manual,50,150000,petrol,seat,no
10867,10500,coupe,2006,manual,140,150000,diesel,audi,no
10868,5290,limousine,2005,manual,102,125000,petrol,volkswagen,no
10869,1850,limousine,2004,manual,120,150000,petrol,alfa_romeo,no
10870,2549,station wagon,2004,manual,140,150000,diesel,volkswagen,no
10871,1750,limousine,1997,automatic,75,60000,petrol,volkswagen,no
10872,2500,station wagon,2003,manual,131,150000,diesel,audi,no
10873,500,limousine,1992,manual,90,150000,petrol,audi,no
10874,9990,station wagon,2006,automatic,232,150000,diesel,audi,no
10875,600,small car,1993,manual,45,60000,petrol,peugeot,no
10876,14500,limousine,2014,manual,86,20000,petrol,volkswagen,no
10877,5850,limousine,2002,manual,143,150000,petrol,bmw,no
10878,8333,limousine,2005,automatic,306,150000,petrol,bmw,no
10879,12200,small car,2012,manual,105,70000,diesel,audi,no
10880,350,station wagon,1994,manual,115,150000,petrol,ford,no
10881,7600,bus,2007,manual,116,100000,petrol,mercedes_benz,no
10882,3399,limousine,1983,manual,69,150000,petrol,volkswagen,no
10883,4550,limousine,2004,manual,105,150000,petrol,mazda,no
10884,2550,limousine,2004,manual,136,150000,petrol,peugeot,no
10885,650,small car,1999,manual,90,150000,diesel,mercedes_benz,no
10886,8885,cabrio,2011,automatic,71,50000,petrol,smart,no
10887,17599,cabrio,2010,manual,160,70000,petrol,audi,no
10888,14900,limousine,2009,manual,177,125000,diesel,bmw,no
10889,12200,station wagon,2006,manual,231,150000,diesel,bmw,no
10890,2600,limousine,2003,automatic,230,150000,petrol,jaguar,no
10891,500,limousine,1992,manual,144,150000,petrol,mazda,yes
10892,8490,coupe,2010,manual,131,125000,diesel,renault,no
10893,1450,station wagon,1997,manual,170,150000,petrol,bmw,no
10894,10999,limousine,2011,automatic,109,50000,diesel,mercedes_benz,no
10895,2500,limousine,1983,manual,65,150000,diesel,mercedes_benz,no
10896,2999,limousine,2002,manual,102,150000,petrol,audi,no
10897,25999,coupe,1965,manual,249,10000,petrol,ford,no
10898,1250,small car,2001,manual,50,150000,petrol,volkswagen,no
10899,900,small car,1998,manual,55,150000,petrol,opel,no
10900,3200,station wagon,2001,automatic,170,150000,diesel,mercedes_benz,no
10901,2900,bus,2005,automatic,150,150000,diesel,renault,no
10902,4500,cabrio,2001,manual,192,150000,petrol,bmw,no
10903,4800,limousine,2006,manual,116,150000,petrol,bmw,no
10904,6300,small car,2009,manual,59,10000,petrol,opel,no
10905,950,limousine,2001,manual,116,150000,diesel,ford,no
10906,3750,bus,2006,manual,150,150000,diesel,opel,no
10907,1750,small car,2000,manual,75,150000,petrol,volkswagen,no
10908,1900,limousine,2002,manual,116,150000,diesel,bmw,no
10909,3999,small car,2006,manual,64,150000,petrol,volkswagen,no
